Experiment.ID,Library.ID,Library.type,Gene.ID,Anatomical.entity.ID,Anatomical.entity.name,Stage.ID,Stage.name,Sex,Strain,Read.count,TPM,FPKM,Rank,Detection.flag,pValue,State.in.Bgee
GSE30611,ERX011211,single,ENSG00000224134,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224136,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224137,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,1,0.043991,0.040945,NA,absent,0.0515276317026631,"Result excluded, reason: absent call not reliable"
GSE30611,ERX011211,single,ENSG00000224138,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,29,1.157761,1.077584,11795,present,4.56790635300621e-6,Part of a call
GSE30611,ERX011211,single,ENSG00000224141,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,2.915157,0.086341,0.080362,20335,present,0.0135909317892943,Part of a call
GSE30611,ERX011211,single,ENSG00000224142,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,1,0.037958,0.03533,NA,absent,0.0663376751757498,"Result excluded, reason: absent call not reliable"
GSE30611,ERX011211,single,ENSG00000224144,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224149,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,NA,absent,NA,"Result excluded, reason: absent call not reliable"
GSE30611,ERX011211,single,ENSG00000224151,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224152,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,75,0.783087,0.728856,12967,present,2.05572518671351e-5,Part of a call
GSE30611,ERX011211,single,ENSG00000224153,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,5.01176,0.022502,0.020944,NA,absent,0.145732469591114,"Result excluded, reason: absent call not reliable"
GSE30611,ERX011211,single,ENSG00000224155,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,1.0892,0.022882,0.021297,23458,absent,0.142471620592148,Part of a call
GSE30611,ERX011211,single,ENSG00000224157,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,3,0.166569,0.155034,18061,present,0.00277868564159396,Part of a call
GSE30611,ERX011211,single,ENSG00000224159,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224160,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224161,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,1.00158,0.089365,0.083176,20221,present,0.0125963146583126,Part of a call
GSE30611,ERX011211,single,ENSG00000224162,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224163,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,5.38408,0.233458,0.217291,16872,present,0.00109738694248879,Part of a call
GSE30611,ERX011211,single,ENSG00000224164,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,1,0.038213,0.035567,NA,absent,0.0656005498544717,"Result excluded, reason: absent call not reliable"
GSE30611,ERX011211,single,ENSG00000224165,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,16.816259,0.652826,0.607617,13544,present,3.99004627910135e-5,Part of a call
GSE30611,ERX011211,single,ENSG00000224166,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224167,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,5,0.194504,0.181034,17509,present,0.00183117297484196,Part of a call
GSE30611,ERX011211,single,ENSG00000224169,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224172,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224173,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,NA,absent,NA,"Result excluded, reason: absent call not reliable"
GSE30611,ERX011211,single,ENSG00000224174,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,NA,absent,NA,"Result excluded, reason: absent call not reliable"
GSE30611,ERX011211,single,ENSG00000224177,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,4,0.052571,0.04893,21982,present,0.0372841104725021,Part of a call
GSE30611,ERX011211,single,ENSG00000224183,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224184,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,NA,absent,NA,"Result excluded, reason: absent call not reliable"
GSE30611,ERX011211,single,ENSG00000224185,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224186,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,5.31905,0.034302,0.031927,NA,absent,0.0782816302920724,"Result excluded, reason: absent call not reliable"
GSE30611,ERX011211,single,ENSG00000224187,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,5,0.278302,0.259029,16313,present,6.56068890435952e-4,Part of a call
GSE30611,ERX011211,single,ENSG00000224188,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224189,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,NA,absent,NA,"Result excluded, reason: absent call not reliable"
GSE30611,ERX011211,single,ENSG00000224190,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,NA,absent,NA,"Result excluded, reason: absent call not reliable"
GSE30611,ERX011211,single,ENSG00000224192,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,NA,absent,NA,"Result excluded, reason: absent call not reliable"
GSE30611,ERX011211,single,ENSG00000224194,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,NA,absent,NA,"Result excluded, reason: absent call not reliable"
GSE30611,ERX011211,single,ENSG00000224195,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,2.7443,0.161362,0.150187,18168,present,0.00302044933181993,Part of a call
GSE30611,ERX011211,single,ENSG00000224203,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224204,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,NA,absent,NA,"Result excluded, reason: absent call not reliable"
GSE30611,ERX011211,single,ENSG00000224205,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224207,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224208,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,1.03693,0.030151,0.028063,23114,absent,0.0957748623925219,Part of a call
GSE30611,ERX011211,single,ENSG00000224209,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,NA,absent,NA,"Result excluded, reason: absent call not reliable"
GSE30611,ERX011211,single,ENSG00000224210,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224215,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,NA,absent,NA,"Result excluded, reason: absent call not reliable"
GSE30611,ERX011211,single,ENSG00000224216,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,12,0.266209,0.247774,16458,present,7.4869926821179e-4,Part of a call
GSE30611,ERX011211,single,ENSG00000224217,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224218,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,NA,absent,NA,"Result excluded, reason: absent call not reliable"
GSE30611,ERX011211,single,ENSG00000224219,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224220,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,NA,absent,NA,"Result excluded, reason: absent call not reliable"
GSE30611,ERX011211,single,ENSG00000224221,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,4,0.105769,0.098444,19655,present,0.00858454276188108,Part of a call
GSE30611,ERX011211,single,ENSG00000224222,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,NA,absent,NA,"Result excluded, reason: absent call not reliable"
GSE30611,ERX011211,single,ENSG00000224223,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,NA,absent,NA,"Result excluded, reason: absent call not reliable"
GSE30611,ERX011211,single,ENSG00000224224,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224227,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224228,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,NA,absent,NA,"Result excluded, reason: absent call not reliable"
GSE30611,ERX011211,single,ENSG00000224231,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,NA,absent,NA,"Result excluded, reason: absent call not reliable"
GSE30611,ERX011211,single,ENSG00000224232,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224233,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224236,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224237,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224238,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,1.30347,0.010091,0.009393,NA,absent,0.35691684110566,"Result excluded, reason: absent call not reliable"
GSE30611,ERX011211,single,ENSG00000224239,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,NA,absent,NA,"Result excluded, reason: absent call not reliable"
GSE30611,ERX011211,single,ENSG00000224240,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224243,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,NA,absent,NA,"Result excluded, reason: absent call not reliable"
GSE30611,ERX011211,single,ENSG00000224244,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224245,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,2,0.093335,0.086871,20084,present,0.0114308858031638,Part of a call
GSE30611,ERX011211,single,ENSG00000224247,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,NA,absent,NA,"Result excluded, reason: absent call not reliable"
GSE30611,ERX011211,single,ENSG00000224250,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,NA,absent,NA,"Result excluded, reason: absent call not reliable"
GSE30611,ERX011211,single,ENSG00000224251,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,36,1.98695,1.84935,10155,present,4.78717231903803e-7,Part of a call
GSE30611,ERX011211,single,ENSG00000224252,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224254,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224255,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224256,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224257,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,NA,absent,NA,"Result excluded, reason: absent call not reliable"
GSE30611,ERX011211,single,ENSG00000224259,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,5.01015,0.054098,0.050352,21898,present,0.0353265809323767,Part of a call
GSE30611,ERX011211,single,ENSG00000224260,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,NA,absent,NA,"Result excluded, reason: absent call not reliable"
GSE30611,ERX011211,single,ENSG00000224261,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,7.77391,0.175767,0.163594,17876,present,0.00240914248110119,Part of a call
GSE30611,ERX011211,single,ENSG00000224263,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224265,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,NA,absent,NA,"Result excluded, reason: absent call not reliable"
GSE30611,ERX011211,single,ENSG00000224267,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,NA,absent,NA,"Result excluded, reason: absent call not reliable"
GSE30611,ERX011211,single,ENSG00000224269,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,NA,absent,NA,"Result excluded, reason: absent call not reliable"
GSE30611,ERX011211,single,ENSG00000224271,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,10.11064,0.067912,0.063209,21139,present,0.0225966342614978,Part of a call
GSE30611,ERX011211,single,ENSG00000224272,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,22.9282,0.311884,0.290286,15933,present,4.64688072048221e-4,Part of a call
GSE30611,ERX011211,single,ENSG00000224273,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,74.6519,2.138126,1.990056,9913,present,3.46854428758636e-7,Part of a call
GSE30611,ERX011211,single,ENSG00000224274,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224276,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,NA,absent,NA,"Result excluded, reason: absent call not reliable"
GSE30611,ERX011211,single,ENSG00000224277,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,NA,absent,NA,"Result excluded, reason: absent call not reliable"
GSE30611,ERX011211,single,ENSG00000224278,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224279,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224280,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,2.00649,0.011397,0.010607,24070,absent,0.318780903286838,Part of a call
GSE30611,ERX011211,single,ENSG00000224281,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,35.25045,0.216092,0.201128,17151,present,0.00136686386781934,Part of a call
GSE30611,ERX011211,single,ENSG00000224282,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,1.00163,0.036909,0.034353,22839,absent,0.0694931208987792,Part of a call
GSE30611,ERX011211,single,ENSG00000224286,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,NA,absent,NA,"Result excluded, reason: absent call not reliable"
GSE30611,ERX011211,single,ENSG00000224287,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,155.276,1.177381,1.095845,11736,present,4.27168344774266e-6,Part of a call
GSE30611,ERX011211,single,ENSG00000224288,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224289,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224291,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224292,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,2,0.061325,0.057078,21507,present,0.0277267274602469,Part of a call
GSE30611,ERX011211,single,ENSG00000224294,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,NA,absent,NA,"Result excluded, reason: absent call not reliable"
GSE30611,ERX011211,single,ENSG00000224295,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,5,0.060642,0.056443,21552,present,0.0283449646208036,Part of a call
GSE30611,ERX011211,single,ENSG00000224296,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224297,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224299,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224300,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224301,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,NA,absent,NA,"Result excluded, reason: absent call not reliable"
GSE30611,ERX011211,single,ENSG00000224302,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224307,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,10,0.367458,0.342011,15378,present,2.78429335171132e-4,Part of a call
GSE30611,ERX011211,single,ENSG00000224308,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,9,0.067651,0.062966,21157,present,0.0227741651987138,Part of a call
GSE30611,ERX011211,single,ENSG00000224309,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224310,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,1.02628,0.005596,0.005209,NA,absent,0.555361428755057,"Result excluded, reason: absent call not reliable"
GSE30611,ERX011211,single,ENSG00000224311,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,NA,absent,NA,"Result excluded, reason: absent call not reliable"
GSE30611,ERX011211,single,ENSG00000224312,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224314,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224315,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,2.00079,0.055374,0.051539,21831,present,0.0337971200060811,Part of a call
GSE30611,ERX011211,single,ENSG00000224316,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224318,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,2,0.067856,0.063157,21143,present,0.022634043321328,Part of a call
GSE30611,ERX011211,single,ENSG00000224321,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,13.0049,0.621536,0.578493,13701,present,4.75340047474001e-5,Part of a call
GSE30611,ERX011211,single,ENSG00000224322,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,NA,absent,NA,"Result excluded, reason: absent call not reliable"
GSE30611,ERX011211,single,ENSG00000224323,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224324,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224326,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,NA,absent,NA,"Result excluded, reason: absent call not reliable"
GSE30611,ERX011211,single,ENSG00000224328,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,NA,absent,NA,"Result excluded, reason: absent call not reliable"
GSE30611,ERX011211,single,ENSG00000224329,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,NA,absent,NA,"Result excluded, reason: absent call not reliable"
GSE30611,ERX011211,single,ENSG00000224330,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,NA,absent,NA,"Result excluded, reason: absent call not reliable"
GSE30611,ERX011211,single,ENSG00000224331,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224333,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224334,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224335,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224336,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224337,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224338,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224339,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224340,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224341,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224342,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,NA,absent,NA,"Result excluded, reason: absent call not reliable"
GSE30611,ERX011211,single,ENSG00000224344,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224346,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224347,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,NA,absent,NA,"Result excluded, reason: absent call not reliable"
GSE30611,ERX011211,single,ENSG00000224348,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224349,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,1,0.088699,0.082556,20249.5,present,0.0128068288599419,Part of a call
GSE30611,ERX011211,single,ENSG00000224351,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224352,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224353,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224354,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,2,0.037021,0.034457,22832,absent,0.0691459127424707,Part of a call
GSE30611,ERX011211,single,ENSG00000224356,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,3.19322,0.050661,0.047152,22099.5,present,0.0399420127916742,Part of a call
GSE30611,ERX011211,single,ENSG00000224357,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224358,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,2.00225,0.015073,0.014029,NA,absent,0.238528162006652,"Result excluded, reason: absent call not reliable"
GSE30611,ERX011211,single,ENSG00000224359,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,NA,absent,NA,"Result excluded, reason: absent call not reliable"
GSE30611,ERX011211,single,ENSG00000224361,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,NA,absent,NA,"Result excluded, reason: absent call not reliable"
GSE30611,ERX011211,single,ENSG00000224363,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0.98876,0.006137,0.005712,NA,absent,0.523985033327526,"Result excluded, reason: absent call not reliable"
GSE30611,ERX011211,single,ENSG00000224365,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224366,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224367,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224368,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224370,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,5,0.477177,0.444132,14520,present,1.18447778944043e-4,Part of a call
GSE30611,ERX011211,single,ENSG00000224371,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,NA,absent,NA,"Result excluded, reason: absent call not reliable"
GSE30611,ERX011211,single,ENSG00000224372,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000224373,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,34.9659,1.814847,1.689165,10459,present,7.09075921312401e-7,Part of a call
GSE30611,ERX011211,single,ENSG00000224374,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,NA,absent,NA,"Result excluded, reason: absent call not reliable"
GSE30611,ERX011211,single,ENSG00000224375,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,NA,absent,NA,"Result excluded, reason: absent call not reliable"
GSE30611,ERX011211,single,ENSG00000224376,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,1,0.053217,0.049532,21944,present,0.0364377647028688,Part of a call
GSE30611,ERX011211,single,ENSG00000224382,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,NA,absent,NA,"Result excluded, reason: absent call not reliable"
GSE30611,ERX011211,single,ENSG00000224383,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,24.31636,0.241142,0.224443,16776,present,9.99716087395841e-4,Part of a call
GSE30611,ERX011211,single,ENSG00000224384,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,NA,absent,NA,"Result excluded, reason: absent call not reliable"
GSE30611,ERX011211,single,ENSG00000224387,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,NA,absent,NA,"Result excluded, reason: absent call not reliable"
GSE30611,ERX011211,single,ENSG00000224388,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,NA,absent,NA,"Result excluded, reason: absent call not reliable"
GSE30611,ERX011211,single,ENSG00000224389,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,70033.643981,1124.188262,1046.336027,83,present,2.33466e-25,Part of a call
GSE30611,ERX011211,single,ENSG00000224391,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,NA,absent,NA,"Result excluded, reason: absent call not reliable"
GSE30611,ERX011211,single,ENSG00000224394,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,NA,absent,NA,"Result excluded, reason: absent call not reliable"
